Designator,Mid X,Mid Y,Layer,Rotation,Ref-X(mm),Ref-Y(mm)
R1112,71.9mm,78.225000mm,Bottom,0.0,71.9mm,78.225000mm
R1125,36.6625mm,73.900000mm,Bottom,90.0,36.6625mm,73.900000mm
R1126,34.7mm,69.500000mm,Bottom,90.0,34.7mm,69.500000mm
R1127,38.2mm,73.900000mm,Bottom,90.0,38.2mm,73.900000mm
R1128,39.7mm,73.900000mm,Bottom,-90.0,39.7mm,73.900000mm
R1129,29.9625mm,73.900000mm,Bottom,90.0,29.9625mm,73.900000mm
R1132,31.4625mm,73.900000mm,Bottom,-90.0,31.4625mm,73.900000mm
R1135,44.3mm,69.500000mm,Bottom,90.0,44.3mm,69.500000mm
R1137,23.7mm,74.837500mm,Bottom,0.0,23.7mm,74.837500mm
R1138,23.7mm,69.637500mm,Bottom,0.0,23.7mm,69.637500mm
R1139,27.0mm,69.500000mm,Bottom,90.0,27.0mm,69.500000mm
R1140,23.7mm,68.137500mm,Bottom,180.0,23.7mm,68.137500mm
U1,46.54529mm,86.840000mm,Bottom,180.0,46.54529mm,86.840000mm
C2,41.400000mm,51.200000mm,Top,-90.0,41.400000mm,51.200000mm
C4,53.200000mm,89.000000mm,Top,-90.0,53.200000mm,89.000000mm
C10,46.400000mm,85.300000mm,Top,135.0,46.400000mm,85.300000mm
C19,25.000000mm,25.000000mm,Top,-90.0,25.000000mm,25.000000mm
C21,32.500000mm,69.300000mm,Top,-90.0,32.500000mm,69.300000mm
D9,60.300000mm,49.600000mm,Top,-90.0,60.300000mm,49.600000mm
D10,77.300000mm,49.600000mm,Top,-90.0,77.300000mm,49.600000mm
D11,75.400000mm,49.600000mm,Top,-90.0,75.400000mm,49.600000mm
D12,73.550002mm,49.599999mm,Top,-90.0,73.550002mm,49.599999mm
D13,81.100000mm,49.600000mm,Top,-90.0,81.100000mm,49.600000mm
D14,83.000000mm,49.600000mm,Top,-90.0,83.000000mm,49.600000mm
D15,66.000000mm,49.600000mm,Top,-90.0,66.000000mm,49.600000mm
D16,67.900000mm,49.600000mm,Top,-90.0,67.900000mm,49.600000mm
D17,54.600000mm,49.600000mm,Top,-90.0,54.600000mm,49.600000mm
D20,58.400000mm,49.600000mm,Top,-90.0,58.400000mm,49.600000mm
D25,71.850000mm,89.000000mm,Top,270.0,71.850000mm,89.000000mm
D27,68.750000mm,87.337500mm,Top,90.0,68.750000mm,87.337500mm
D28,27.409999mm,74.000000mm,Top,270.0,27.409999mm,74.000000mm
D31,84.900000mm,49.600000mm,Top,-90.0,84.900000mm,49.600000mm
D32,86.800000mm,49.600000mm,Top,-90.0,86.800000mm,49.600000mm
D33,79.200000mm,49.600000mm,Top,-90.0,79.200000mm,49.600000mm
D34,47.000000mm,49.600000mm,Top,-90.0,47.000000mm,49.600000mm
D35,48.900000mm,49.600000mm,Top,-90.0,48.900000mm,49.600000mm
D36,50.800000mm,49.600000mm,Top,-90.0,50.800000mm,49.600000mm
D39,52.700000mm,49.600000mm,Top,-90.0,52.700000mm,49.600000mm
D40,56.500000mm,49.600000mm,Top,-90.0,56.500000mm,49.600000mm
D43,62.200000mm,49.600000mm,Top,-90.0,62.200000mm,49.600000mm
D44,64.100000mm,49.600000mm,Top,-90.0,64.100000mm,49.600000mm
D47,69.800000mm,49.600000mm,Top,-90.0,69.800000mm,49.600000mm
D48,71.700000mm,49.600000mm,Top,-90.0,71.700000mm,49.600000mm
D50,27.200000mm,41.257581mm,Top,180.0,27.200000mm,41.257581mm
F1,81.196000mm,94.545000mm,Top,-90.0,81.196000mm,94.545000mm
F2,78.800000mm,94.595000mm,Top,-90.0,78.800000mm,94.595000mm
F3,70.100000mm,94.550000mm,Top,-90.0,70.100000mm,94.550000mm
F4,63.950000mm,94.550000mm,Top,-90.0,63.950000mm,94.550000mm
F5,58.650000mm,94.495000mm,Top,-90.0,58.650000mm,94.495000mm
F6,56.300000mm,94.450000mm,Top,-90.0,56.300000mm,94.450000mm
F7,32.900000mm,94.949979mm,Top,-90.0,32.900000mm,94.949979mm
F8,39.600000mm,94.849979mm,Top,-90.0,39.600000mm,94.849979mm
F9,35.350000mm,94.899979mm,Top,-90.0,35.350000mm,94.899979mm
F10,20.840000mm,35.700000mm,Top,90.0,20.840000mm,35.700000mm
F11,20.840000mm,44.000000mm,Top,90.0,20.840000mm,44.000000mm
J1,29.900000mm,3.815000mm,Top,0.0,29.900000mm,3.815000mm
J2,39.400000mm,4.300000mm,Top,-90.0,39.400000mm,4.300000mm
J5,27.000000mm,11.900000mm,Top,0.0,27.000000mm,11.900000mm
J6,14.000000mm,33.300000mm,Top,90.0,14.000000mm,33.300000mm
M1,46.700000mm,75.075001mm,Top,-90.0,46.700000mm,75.075001mm
M2,34.170111mm,29.811854mm,Top,180.0,34.170111mm,29.811854mm
M3,26.775000mm,66.450000mm,Top,180.0,26.775000mm,66.450000mm
M6,43.050001mm,29.775000mm,Top,180.0,43.050001mm,29.775000mm
M7,86.700002mm,43.799999mm,Top,180.0,86.700002mm,43.799999mm
M8,29.500000mm,56.687500mm,Top,0.0,29.500000mm,56.687500mm
M9,91.874999mm,71.225000mm,Top,-90.0,91.874999mm,71.225000mm
P1,61.650000mm,101.100000mm,Top,0.0,61.650000mm,101.100000mm
P2,9.350000mm,101.100000mm,Top,0.0,9.350000mm,101.100000mm
P3,74.700000mm,60.700000mm,Top,0.0,74.700000mm,60.700000mm
P4,77.600000mm,58.800000mm,Top,0.0,77.600000mm,58.800000mm
P16,89.100000mm,22.800000mm,Top,-90.0,89.100000mm,22.800000mm
P17,89.100000mm,25.800000mm,Top,-90.0,89.100000mm,25.800000mm
P18,89.100000mm,39.700000mm,Top,-90.0,89.100000mm,39.700000mm
P19,41.900000mm,11.200000mm,Top,0.0,41.900000mm,11.200000mm
P20,89.100000mm,42.700000mm,Top,-90.0,89.100000mm,42.700000mm
P21,50.900000mm,1.000000mm,Top,-90.0,50.900000mm,1.000000mm
P22,55.400000mm,1.000000mm,Top,-90.0,55.400000mm,1.000000mm
P23,59.900000mm,1.000000mm,Top,-90.0,59.900000mm,1.000000mm
P24,46.900000mm,1.000000mm,Top,-90.0,46.900000mm,1.000000mm
P25,68.900000mm,1.000000mm,Top,-90.0,68.900000mm,1.000000mm
P26,64.400000mm,1.000000mm,Top,-90.0,64.400000mm,1.000000mm
P27,73.400000mm,1.000000mm,Top,-90.0,73.400000mm,1.000000mm
P28,77.800000mm,1.000000mm,Top,-90.0,77.800000mm,1.000000mm
Q4,27.800000mm,36.657581mm,Top,270.0,27.800000mm,36.657581mm
Q5,63.700000mm,83.700000mm,Top,270.0,63.700000mm,83.700000mm
Q6,77.680000mm,82.800000mm,Top,270.0,77.680000mm,82.800000mm
Q7,85.180000mm,82.800000mm,Top,270.0,85.180000mm,82.800000mm
Q8,16.600000mm,73.600000mm,Top,270.0,16.600000mm,73.600000mm
Q9,13.100000mm,73.600000mm,Top,270.0,13.100000mm,73.600000mm
Q10,39.900000mm,79.437500mm,Top,270.0,39.900000mm,79.437500mm
Q11,72.000000mm,79.425000mm,Top,270.0,72.000000mm,79.425000mm
Q13,81.300000mm,69.400000mm,Top,270.0,81.300000mm,69.400000mm
Q14,81.300000mm,73.400000mm,Top,270.0,81.300000mm,73.400000mm
Q15,63.700000mm,79.500000mm,Top,270.0,63.700000mm,79.500000mm
Q17,24.300000mm,36.657581mm,Top,270.0,24.300000mm,36.657581mm
Q20,71.850000mm,83.637500mm,Top,270.0,71.850000mm,83.637500mm
Q22,20.100000mm,73.600000mm,Top,270.0,20.100000mm,73.600000mm
Q23,9.600000mm,73.600000mm,Top,270.0,9.600000mm,73.600000mm
Q24,67.850000mm,78.962500mm,Top,90.0,67.850000mm,78.962500mm
Q26,19.180000mm,82.600000mm,Top,270.0,19.180000mm,82.600000mm
Q27,63.700000mm,87.900000mm,Top,270.0,63.700000mm,87.900000mm
Q30,11.680000mm,82.600000mm,Top,270.0,11.680000mm,82.600000mm
Q35,35.462500mm,73.900000mm,Top,0.0,35.462500mm,73.900000mm
Q36,31.462500mm,73.900000mm,Top,0.0,31.462500mm,73.900000mm
Q41,92.680000mm,82.800000mm,Top,270.0,92.680000mm,82.800000mm
Q42,87.680000mm,68.300000mm,Top,270.0,87.680000mm,68.300000mm
Q43,4.180000mm,82.600000mm,Top,270.0,4.180000mm,82.600000mm
Q44,34.180000mm,82.600000mm,Top,270.0,34.180000mm,82.600000mm
Q45,4.500000mm,20.300000mm,Top,270.0,4.500000mm,20.300000mm
Q46,5.280000mm,34.100000mm,Top,270.0,5.280000mm,34.100000mm
Q47,26.680000mm,82.600000mm,Top,270.0,26.680000mm,82.600000mm
Q48,57.800000mm,82.800000mm,Top,270.0,57.800000mm,82.800000mm
Q49,43.700000mm,73.900000mm,Top,0.0,43.700000mm,73.900000mm
Q50,39.700000mm,73.900000mm,Top,0.0,39.700000mm,73.900000mm
Q52,23.700000mm,73.637500mm,Top,90.0,23.700000mm,73.637500mm
Q53,23.700000mm,69.637500mm,Top,90.0,23.700000mm,69.637500mm
R1,76.300000mm,46.200000mm,Top,0.0,76.300000mm,46.200000mm
R2,83.900000mm,46.200000mm,Top,0.0,83.900000mm,46.200000mm
R5,55.500000mm,46.200000mm,Top,0.0,55.500000mm,46.200000mm
R7,27.800000mm,39.257581mm,Top,180.0,27.800000mm,39.257581mm
R8,76.750000mm,95.150000mm,Top,90.0,76.750000mm,95.150000mm
R9,74.800000mm,95.150000mm,Top,90.0,74.800000mm,95.150000mm
R10,66.100000mm,95.050000mm,Top,90.0,66.100000mm,95.050000mm
R11,47.350000mm,106.000000mm,Top,90.0,47.350000mm,106.000000mm
R12,49.850000mm,105.950000mm,Top,90.0,49.850000mm,105.950000mm
R13,9.000000mm,51.500000mm,Top,0.0,9.000000mm,51.500000mm
R15,83.482000mm,95.095000mm,Top,90.0,83.482000mm,95.095000mm
R16,72.350000mm,95.100000mm,Top,90.0,72.350000mm,95.100000mm
R17,68.050000mm,95.050000mm,Top,90.0,68.050000mm,95.050000mm
R18,61.850000mm,94.600000mm,Top,90.0,61.850000mm,94.600000mm
R19,53.950000mm,95.050000mm,Top,90.0,53.950000mm,95.050000mm
R20,24.300000mm,39.257581mm,Top,180.0,24.300000mm,39.257581mm
R22,37.900000mm,69.500000mm,Top,-90.0,37.900000mm,69.500000mm
R30,81.300000mm,66.700000mm,Top,0.0,81.300000mm,66.700000mm
R35,41.100000mm,69.500000mm,Top,-90.0,41.100000mm,69.500000mm
R39,67.700000mm,90.500000mm,Top,180.0,67.700000mm,90.500000mm
R40,51.700000mm,77.100000mm,Top,180.0,51.700000mm,77.100000mm
R45,68.550000mm,83.237500mm,Top,-90.0,68.550000mm,83.237500mm
R46,5.500000mm,51.500000mm,Top,0.0,5.500000mm,51.500000mm
R48,9.000000mm,48.500000mm,Top,0.0,9.000000mm,48.500000mm
R49,49.200000mm,46.200000mm,Top,0.0,49.200000mm,46.200000mm
R50,62.100000mm,46.200000mm,Top,0.0,62.100000mm,46.200000mm
R51,68.800000mm,46.200000mm,Top,0.0,68.800000mm,46.200000mm
R52,47.400000mm,95.600000mm,Top,90.0,47.400000mm,95.600000mm
R53,49.400000mm,95.600000mm,Top,90.0,49.400000mm,95.600000mm
R54,37.450000mm,95.500000mm,Top,90.0,37.450000mm,95.500000mm
R55,20.200000mm,95.600000mm,Top,90.0,20.200000mm,95.600000mm
R56,14.000000mm,95.550000mm,Top,90.0,14.000000mm,95.550000mm
R59,45.200000mm,95.600000mm,Top,-90.0,45.200000mm,95.600000mm
R60,43.200000mm,95.600000mm,Top,90.0,43.200000mm,95.600000mm
R61,30.700000mm,95.350000mm,Top,90.0,30.700000mm,95.350000mm
R62,28.500000mm,95.300000mm,Top,90.0,28.500000mm,95.300000mm
R63,22.200000mm,95.600000mm,Top,90.0,22.200000mm,95.600000mm
R64,16.050000mm,95.550000mm,Top,90.0,16.050000mm,95.550000mm
R67,26.250000mm,95.550000mm,Top,90.0,26.250000mm,95.550000mm
R68,24.200000mm,95.600000mm,Top,90.0,24.200000mm,95.600000mm
R69,18.050000mm,95.550000mm,Top,90.0,18.050000mm,95.550000mm
R70,11.950000mm,95.500000mm,Top,90.0,11.950000mm,95.500000mm
R72,30.200000mm,69.500000mm,Top,-90.0,30.200000mm,69.500000mm
R74,5.500000mm,48.500000mm,Top,0.0,5.500000mm,48.500000mm
R75,9.000000mm,45.500000mm,Top,0.0,9.000000mm,45.500000mm
R76,5.500000mm,45.500000mm,Top,0.0,5.500000mm,45.500000mm
R85,41.500000mm,94.500000mm,Top,90.0,41.500000mm,94.500000mm
R89,9.000000mm,42.500000mm,Top,0.0,9.000000mm,42.500000mm
R91,94.400000mm,74.700000mm,Top,90.0,94.400000mm,74.700000mm
R93,5.500000mm,42.500000mm,Top,0.0,5.500000mm,42.500000mm
R98,76.200000mm,76.700000mm,Top,0.0,76.200000mm,76.700000mm
R99,83.700000mm,76.700000mm,Top,0.0,83.700000mm,76.700000mm
R1100,17.700000mm,76.500000mm,Top,0.0,17.700000mm,76.500000mm
R1101,10.200000mm,76.500000mm,Top,0.0,10.200000mm,76.500000mm
R1102,91.200000mm,76.700000mm,Top,0.0,91.200000mm,76.700000mm
R1103,86.200000mm,62.200000mm,Top,0.0,86.200000mm,62.200000mm
R1104,2.700000mm,76.500000mm,Top,0.0,2.700000mm,76.500000mm
R1105,32.700000mm,76.500000mm,Top,0.0,32.700000mm,76.500000mm
R1106,3.020000mm,14.200000mm,Top,0.0,3.020000mm,14.200000mm
R1107,3.800000mm,28.000000mm,Top,0.0,3.800000mm,28.000000mm
R1108,25.200000mm,76.500000mm,Top,0.0,25.200000mm,76.500000mm
R1109,56.320000mm,76.700000mm,Top,0.0,56.320000mm,76.700000mm
R1113,39.900000mm,76.737500mm,Top,0.0,39.900000mm,76.737500mm
R1131,34.700000mm,69.500000mm,Top,-90.0,34.700000mm,69.500000mm
R1136,44.300000mm,69.500000mm,Top,-90.0,44.300000mm,69.500000mm
R1141,27.000000mm,69.500000mm,Top,-90.0,27.000000mm,69.500000mm
U3,34.000000mm,51.100000mm,Top,180.0,34.000000mm,51.100000mm
U4,16.350000mm,14.100000mm,Top,180.0,16.350000mm,14.100000mm
